checklist_order,frontier_id,status,evidence_path,expected_output,next_step,checklist_goal,status_note,next_gate
72,wave16_speaker_profile_lightoverlap_diagnostic_coordination_writeback,module_delivered,src/wave16_speaker_profile_lightoverlap_diagnostic_coordination_writeback.py,results/tables/wave16_speaker_profile_lightoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave16_speaker_profile_lightoverlap_diagnostic_coordination_writeback after demo wave16.,Verify the frontier status entry for wave16_speaker_profile_lightoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
73,wave17_exploration_baseline_closure_writeback,module_delivered,src/wave17_exploration_baseline_closure_writeback.py,results/tables/wave17_exploration_baseline_closure_writeback.json,Run python -m src.wave17_exploration_baseline_closure_writeback after Wave16 chain.,Verify the frontier status entry for wave17_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
74,wave17_demo_presentation_writeback,module_delivered,src/demo_wave17_presentation_writeback.py,results/tables/demo_wave17_presentation_writeback.json,Run python -m src.demo_wave17_presentation_writeback after Wave17 closure writeback.,Verify the frontier status entry for wave17_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
75,wave17_speaker_profile_midoverlap_diagnostic_coordination_writeback,module_delivered,src/wave17_speaker_profile_midoverlap_diagnostic_coordination_writeback.py,results/tables/wave17_speaker_profile_midoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave17_speaker_profile_midoverlap_diagnostic_coordination_writeback after demo wave17.,Verify the frontier status entry for wave17_speaker_profile_midoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
76,wave17_meeteval_cpwer_narrow_dry_run_coordination_writeback,module_delivered,src/wave17_meeteval_cpwer_narrow_dry_run_coordination_writeback.py,results/tables/wave17_meeteval_cpwer_narrow_dry_run_coordination_writeback.json,Run python -m src.wave17_meeteval_cpwer_narrow_dry_run_coordination_writeback after MidOverlap coordination.,Verify the frontier status entry for wave17_meeteval_cpwer_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
77,wave18_exploration_baseline_closure_writeback,module_delivered,src/wave18_exploration_baseline_closure_writeback.py,results/tables/wave18_exploration_baseline_closure_writeback.json,Run python -m src.wave18_exploration_baseline_closure_writeback after Wave17 chain.,Verify the frontier status entry for wave18_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
78,wave18_demo_presentation_writeback,module_delivered,src/demo_wave18_presentation_writeback.py,results/tables/demo_wave18_presentation_writeback.json,Run python -m src.demo_wave18_presentation_writeback after Wave18 closure writeback.,Verify the frontier status entry for wave18_demo_presentation_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
79,wave18_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,module_delivered,src/wave18_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.py,results/tables/wave18_speaker_profile_heavyoverlap_diagnostic_coordination_writeback.json,Run python -m src.wave18_speaker_profile_heavyoverlap_diagnostic_coordination_writeback after demo wave18.,Verify the frontier status entry for wave18_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
80,wave18_llm_critic_narrow_dry_run_coordination_writeback,module_delivered,src/wave18_llm_critic_narrow_dry_run_coordination_writeback.py,results/tables/wave18_llm_critic_narrow_dry_run_coordination_writeback.json,Run python -m src.wave18_llm_critic_narrow_dry_run_coordination_writeback after HeavyOverlap coordination.,Verify the frontier status entry for wave18_llm_critic_narrow_dry_run_coordination_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
81,wave19_exploration_baseline_closure_writeback,module_delivered,src/wave19_exploration_baseline_closure_writeback.py,results/tables/wave19_exploration_baseline_closure_writeback.json,Run python -m src.wave19_exploration_baseline_closure_writeback after Wave18 chain.,Verify the frontier status entry for wave19_exploration_baseline_closure_writeback before it is converted into queue order.,"Read the evidence path first, then confirm the expected output and next step before advancing.",Confirm this status row before building the execution queue.
