checklist_order,current_frontier,prerequisite_artifact,receipt_target,checklist_goal,map_note,next_gate
480,wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,,,Verify the receipt map entry for wave93_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
481,wave94_demo_presentation_writeback,,,Verify the receipt map entry for wave94_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
482,wave94_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave94_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
483,wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback,,,Verify the receipt map entry for wave94_speaker_profile_oppositeoverlap_diagnostic_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
484,wave95_demo_presentation_writeback,,,Verify the receipt map entry for wave95_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
485,wave95_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave95_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
486,wave95_external_validation_narrow_slice_coordination_writeback,,,Verify the receipt map entry for wave95_external_validation_narrow_slice_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
487,wave96_demo_presentation_writeback,,,Verify the receipt map entry for wave96_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
488,wave96_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave96_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
489,wave96_meeteval_official_narrow_dry_run_coordination_writeback,,,Verify the receipt map entry for wave96_meeteval_official_narrow_dry_run_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
490,wave97_demo_presentation_writeback,,,Verify the receipt map entry for wave97_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
491,wave97_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave97_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
492,wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback,,,Verify the receipt map entry for wave97_speaker_profile_lightoverlap_diagnostic_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
493,wave98_demo_presentation_writeback,,,Verify the receipt map entry for wave98_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
494,wave98_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave98_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
495,wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback,,,Verify the receipt map entry for wave98_speaker_profile_midoverlap_diagnostic_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
496,wave99_demo_presentation_writeback,,,Verify the receipt map entry for wave99_demo_presentation_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
497,wave99_exploration_baseline_closure_writeback,,,Verify the receipt map entry for wave99_exploration_baseline_closure_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
498,wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback,,,Verify the receipt map entry for wave99_speaker_profile_heavyoverlap_diagnostic_coordination_writeback before opening the next frontier artifact.,"Open the prerequisite artifact first, then use the receipt target for writeback.",Confirm this map row before moving to the next receipt path.
